address1,resource_id,resource_name,address2,city,state,zip,county,phone,fax,tty,toll_free,hotline,email,web_page,facebook_name,facebook_url,twitter,short_description
901 S. National Ave.,34037,Friends of the MSU Libraries,,Springfield,MO,65897,GREENE COUNTY,417-836-4525,417-836-4764,417-836-5105,,,library@missouristate.edu,www.library.missouristate.edu,,,,Supports MSU Libraries by enriching collections and enhancing services through contributions and gifts-in-kind.
c/o Springfield Art Museum,33298,Friends of the Springfield Art Museum,1111 E. Brookside Drive,Springfield,MO,65807,GREENE COUNTY,417-837-5700,,,,,fosam.spfd@gmail.com,www.artmuseumfriends-spfd.org,,,,Supports and enhances the Springfield Art Museum.
Dickerson Park Zoo,33299,Friends of the Zoo,3043 N. Fort Ave.,Springfield,MO,65803,GREENE COUNTY,417-833-1570,417-833-4459,,,,info@dickersonparkzoo.org,www.dickersonparkzoo.org,Dickerson Park Zoo,https://www.facebook.com/DPZoo,@dpzoo,"Generates funding for programs and improvements. Major fundraising activities include the Friends of the Zoo membership program and ADOPT programs, events such as Ball of the Wild, Halloween Spooktacular, and Zoo operations of gift shop, rentals, food stands, train rides and animal feeding."
268 Evan Road,67688,Gamma Upsilon Chapter of Delta Kappa Gamma,,Billings,MO,65610,,417-744-2021,,,,,tmschatz@sbcglobal.net,www.deltakappagamma-mo.org,,,,Promotes professional and personal growth of women educators in a world society.
,47530,General Electric Retirees,,,,,GREENE COUNTY,417-881-9405,,,,,,,,,,"Social group for General Electric retirees, spouses and friends. Meets first Wednesday of every month at 11 a.m. at Heritage Cafeteria."
c/o Evangel University Social Science Dept.,33306,German-Austrian-Swiss Heritage Society of the Ozarks,1111 N. Glenstone Ave.,Springfield,MO,65802,GREENE COUNTY,417-865-2815 ext. 8222,,,,,BartelsR@Evangel.edu,,,,,"Helps develop an appreciation for the German, Austrian and Swiss pioneers who helped settle and develop the Ozarks."
2400 S. Claremont Circle,33308,GFWC Sorosis Club of Springfield: General Federation of Women's Clubs,,Springfield,MO,65804,GREENE COUNTY,417-869-6707,,,,,cindyisanurse@att.net,,,,,Coordinates the activities of local women's clubs including GFWC Sorosis and GFWC Springfield Ladies Saturday Club; supports Girls Town.
P.O. Box 4221,34040,"Gideons International, Springfield South Camp",,Springfield,MO,65808-4221,GREENE COUNTY,417-743-2099,,,,,charlesclvr@aol.com,www.gideons.org,,,,Distributes Bibles.
325 Park Central East,53025,Gillioz Theatre,,Springfield,MO,65806,GREENE COUNTY,417-863-7843 or 417-863-9491 for tickets,417-832-1700,,,,info@GilliozTheatre.com,www.gillioz.org,,,,"The Gillioz Theatre was built and opened in 1926 by road and bridge contractor M.E. Gillioz of Monett, Missouri. A major restoration project was completed in October 2006. The Theatre offers music concerts, theatrical performances and other special events."
210 S. Ingram Mill Road,33309,"Girl Scouts of the Missouri Heartland, Inc.",,Springfield,MO,65802,GREENE COUNTY,,417-862-4120,,1-877-312-4764,,gscouts@girlscoutsmoheartland.org,www.girlscoutsmoheartland.org,Girl Scouts of the Missouri Heartland,https://www.facebook.com/gsmoheartland,@gsmoheartland,"Provides Leadership Development programs for girls ages 5-17 that are designed to help a girl discover her strong sense of self, connect with others and take action to make the world a better place."
1111 S. Glenstone Ste 120,BBB999,Girls on the Run of Southwest Missouri,P.O. Box 14216,Springfield,MO,65814,,417-763-3646,,,,,gotrswmo@gotrswmo.org,www.gotrswmo.org,Girls on the Run of Southwest Missouri,https://www.facebook.com/gotrswmo,@gotrswmo,"An empowering after school program for girls in grades 3-8 that uses game-based exercise curriculum to teach life skills. The lessons encourage postivie emotional, social, mental and physical development. Physcial activity is used to inspire an appreciation of fitness and build habits that lead to lifetime health. Our mission is to inspire girls to be joyful, healthy and confident using a fun, experience-based curriculum which creatively integrates running."
936 N. Fairfax Ave.,33310,Glenwood Village Women's Club,,Springfield,MO,65802,GREENE COUNTY,417-866-6115,,,,,,,,,,Promotes friendship and community involvement for Glenwood Village residents.
3230 E. Chestnut Expressway,34041,"Gold Wing Road Riders Association, Chapter B",,Springfield,MO,65802,GREENE COUNTY,417-831-6592,417-831-3105,,,,gregg@cland.net,www.genesgallery.com,,,,"Promotes motorcycle touring, fellowship and safety for Honda Gold Wing motorcycle owners."
1125 E. Kingsbury St.,52976,Good Community Committee,,Springfield,MO,65807,GREENE COUNTY,417-882-2622,,,,,bgfogle@hotmail.com,,,,,"Provides an opportunity for community leaders to examine and discuss the status of the Springfield community and seek ways to make it a ""good community."""
5549 N. Highway K,34042,Good Samaritan Boys Ranch,P.O. Box 617,Brighton,MO,65617-0617,POLK COUNTY,417-376-2238,417-376-2014,,,,information@ranchlife.org,www.ranchlife.org,Good Samaritan Boys Ranch,https://www.facebook.com/pages/Good-Samaritan-Boys-Ranch/159421550739446,@boysranchmo,State-licensed residential treatment facility for boys in the state of Missouri; also provides transitional living programs for young men and women ages 16-21 leaving the foster care system.
424 E. Norton Road,AAA333,Good Samaritan Boys Ranch: Footsteps Transitional Living for Boys,,Springfield,MO,65803,,417-864-6698,417-865-4527,,,,info@footstepsliving.com,www.ranchlife.org,Footsteps Transitional Living,https://www.facebook.com/pages/Footsteps-Transitional-Living/138242839533396,,Footsteps is a transitional living program for young men preparing to age out of the foster care system.
300 S. Main,AAA444,"Good Samaritan Boys Ranch: Laura's Home, Transitional Living for Girls",,Willard,MO,65781,,417-708-5166,417-763-3472,,,,information@ranchlife.org,www.ranchlife.org,Good Samaritan Boys Ranch,https://www.facebook.com/pages/Good-Samaritan-Boys-Ranch/159421550739446,,A group home in Willard which provides transitional living services to girls ages 16-21 in the foster care system.
2854 W. Grand St.,33311,Grand Oak Mission,,Springfield,MO,65802,GREENE COUNTY,417-869-4818,417-869-4916,,,,densor@gbaptist.org,,,,,Provides clothing and a food pantry for people in need in Greene County.
424 E. Stanford St.,33312,Grandparents United For Children's Rights of Missouri,,Springfield,MO,65807,GREENE COUNTY,417-862-9862,,,,,,,,,,Supports legislation dealing with visitation and other rights of grandparents.
800 W. Hovey,33313,Grant Beach Neighborhood Association,,Springfield,MO,65802,GREENE COUNTY,417-942-2453,,,,,gbna_newsletter@yahoo.com,www.nextdoor.com,Grant Beach Neighborhood Association,https://www.facebook.com/GrantBeachNeighborhoodAssociation,,"A group of citizens working together to maintain and improve the quality of life for the residents of north central Springfield. Activities include youth sports, a community garden, after school programs and a food co-op."
1212 W. Lombard St.,52658,Great Circle (formerly Boys and Girls Town of Missouri),,Springfield,MO,65806,GREENE COUNTY,417-865-1646,417-866-1483,,,,maryjane.kelly@great-circle.org,www.greatcircle.org,Great Circle,https://www.facebook.com/greatcircleorg,@GreatCircleOrg,"Strives to improve the lives of children with emotional and behavioral problems through superior, family-focused, community based services."
P.O. Box 3231,33315,Greater Ozarks Audubon Society,,Springfield,MO,65808,GREENE COUNTY,417-883-5605,,,,,ruthgrantmd@gmail.com,www.greaterozarksaudubon.org,Greater Ozarks Audubon Society,https://www.facebook.com/GOASBirds,,"Restores and conserves natural ecosystems, focusing on birds and other wildlife."
P.O. Box 4725,33317,Greater Ozarks Mustang Club,,Springfield,MO,65808-4725,GREENE COUNTY,417-725-0201,,,,,webmaster@gomc.org,www.gomc.org,,,,A club for Mustang automotive enthusiasts.
c/o Greene County Republican Headquarters,33318,Greater Ozarks Pachyderms,"1345 E. Sunshine St., Suite 102",Springfield,MO,65804,GREENE COUNTY,417-823-9130,,,,,davidgop-schultz@sbcglobal.net,www.greenecountygop.org,,,,"Provides a forum for candidates, officeholders and local business and service leaders to inform members, discuss community, state and national issues. Serves as the educational arm of the Republican Party."
"1717 E. Republic Road, Suite A",34111,Greater Springfield Apartment and Housing Association,,Springfield,MO,65804,GREENE COUNTY,417-883-4942,417-886-3685,,,,info@springfieldhousing.net,www.springfieldhousing.net,,,,Provides information on legislative changes affecting owners and managers of rental property.
321 E. Chestnut Expressway,34044,"Greater Springfield Area Crime Stoppers, Inc.",P.O. Box 5075,Springfield,MO,65802,GREENE COUNTY,417-869-8477 (TIPS),417-864-1897,,,,,www.springfieldcrimestoppers.com,Greater Springfield Area Crime Stoppers,https://www.facebook.com/GSACrimeStop,@GSACrimeStop,Fights crime by offering anonymity and cash rewards to persons who furnish information leading to the arrest and filing of charges for felony crimes.
1310 E. Primrose St.,33320,Greater Springfield Board of Realtors,,Springfield,MO,65804-4279,GREENE COUNTY,417-883-1226,417-520-0977,,,,,www.gsbor.com,,,,Works to unite the real estate profession for the purpose of exerting beneficial influence upon the profession.
1004 N. 22nd Ave.,54420,Greater Springfield Dental Hygienists' Association,,Ozark,MO,65721,,417-827-7692,,,,,GSDHA000@gmail.com,www.gsdha.org,Greater Springfield Dental Hygiene Association,https://www.facebook.com/pages/Greater-Springfield-Dental-Hygiene-Association/200741513299905,,"Promotes the oral health of the public, increases access to oral health for underserved populations, and promotes the professional growth and interests of its members."
Southeast corner of Battlefield Mall parking lot at intersection of S. Glenstone and E. Battlefield. (physical location),33281,Greater Springfield Farmers' Market,1325 W. Sunshine #518,Springfield,MO,65807,GREENE COUNTY,417-708-1909,,,,,info@springfieldfarmersmarket.com,www.springfieldfarmersmarket.com,Greater Springfield Farmers' Market,https://www.facebook.com/greaterspringfieldfarmersmarket,,"Farmers sell fresh produce, plants and crafts in a seasonal farmers' market in southeast Springfield. The market is Class A (buying and reselling is not allowed)."
2217 N. Kellet Ave.,50244,Greater Springfield Missouri USBC,,Springfield,MO,65803,GREENE COUNTY,417-399-7748,417-869-9118,,,,aldridge090103@gmail.com,www.springfieldmobowling.com,Greater Springfield MO USBC,https://www.facebook.com/pages/Greater-Springfield-MO-USBC/154688237875443?ref=br_tf,,An association of bowlers.
815 E. St. Louis St.,53666,Greater Springfield Sports Commission,,Springfield,MO,65806,GREENE COUNTY,417-881-5300,417-881-2231,,1-800-678-8767,,lkettering@springfieldmo.org,www.springfieldmosports.org,Springfield Missouri Sports Commission,https://www.facebook.com/sgfmosports?ref=profile,@SgfMOSports,"Promotes and develops the Springfield area as a sports venue for quality amateur, collegiate and professional sporting events."
1764 S. Fremont Ave.,33335,Greene County Democratic Central Committee Headquarters,,Springfield,MO,65804,GREENE COUNTY,417-886-8980,,,,,execdirector@gcmodemocrats.org,www.gcmodemocrats.org,,,,"Promotes the welfare of the Democratic Party in Greene County; members serve as representatives to the political division of Wards and Townships throughout the county; strives to educate, increase voter participation, recruit and support candidates."
940 Boonville Ave.,52954,Greene County Historic Sites Board,,Springfield,MO,65802,GREENE COUNTY,417-868-4112,417-868-4818,417-862-6725,,,melsass@greenecountymo.org,,,,,"An advisory board for the identification, protection, retention and preservation of historical sites in Greene County."
P.O. Box 3466 GS,33342,Greene County Historical Society,,Springfield,MO,65808-3466,GREENE COUNTY,417-569-6188,,,,,grcomohs@yahoo.com,www.rootsweb.com/~gcmohs,,,,"Promotes the gathering and dissemination of information relating to the history of Greene County, Mo., and assists and advises individuals, groups and organizations in related educational and promotional activities."
"1200 E. Woodhurst Drive, Suite D-200",33346,Greene County Medical Society (GCMS),,Springfield,MO,65804,GREENE COUNTY,417-887-1017,417-887-7738,,,,director@gcms.us,www.gcms.us,,,,A business organization that provides advocacy services for physicians and patients and physician information for the public.
"1200 E. Woodhurst Drive, D-200",35661,Greene County Medical Society Alliance (GCMSA),,Springfield,MO,65804,GREENE COUNTY,417-887-1017,417-887-7738,,,,director@gcms.us,,,,,Dedicated to promoting health education in the community.
"1345 E. Sunshine St., Suite 102",33354,Greene County Republican Party Headquarters,,Springfield,MO,65804,GREENE COUNTY,417-823-9130,417-823-9130,,,,grcogop@sbcglobal.net,www.greenecountygop.org,Greene County GOP,https://www.facebook.com/greenecountygop,@greenecomoGOP,Promotes the Republican Party and candidates.
"1345 E. Sunshine St., Suite 102",33340,Greene County Republican Women (GCRW),,Springfield,MO,65804,GREENE COUNTY,417-824-7167,,,,,gcrwgop@gmail.com,www.greenecountyrepublicanwomen.org,Greene County Republican Women - GCRW,https://www.facebook.com/pages/Greene-County-Republican-Women-GCRW/1544647445774569?ref=hl,@GCRWGOP,Promotes an informed public through political education and activities; increases the effectiveness of women in the cause of good government; fosters loyalty to the Republican Party and promotes its principles and candidates in all elections.
,33599,Greene County SALT Council (Seniors and Law Enforcement Together),,,,,GREENE COUNTY,417-693-3480,,,,,tjloudis@swmo.bbb.org,www.greenecountysalt.org,,,,Helps senior citizens avoid victimizations and scams and provides help and information on illegal activities relating to seniors.
